OBJECTID;Id. Falla;Nom / Nombre;Secció / Seccion;Fallera Major / Fallera Mayor;President / Presidente;Artiste / Artista;Lema;Any Fundació / Año Fundacion;Distintiu / Distintivo;Esbós / Boceto;Falla Experimental;geo_shape;geo_point_2d
2955;241;Pare Alegre-Enric Navarro;16;Emma Campillo Escrich;Gonzalo Atienza Campillo;Adrián Alcaraz Grao;Oz;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_241_bi.jpg;;"{""coordinates"": [-0.35656062759500246, 39.48423191332628], ""type"": ""Point""}";39.48423191332628, -0.35656062759500246
2956;138;Pare Viñas-Agustín Lara;17;Vera Gómez Ibáñez;Manuel Montes Martínez;MIGUEL BANACLOCHA;A LA LUNA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_138_bi.jpg;;"{""coordinates"": [-0.3710030379169108, 39.493565342120625], ""type"": ""Point""}";39.493565342120625, -0.3710030379169108
2958;142;Cuba-Buenos Aires;11;Júlia Monfort de Haro;Adrián Laut Díaz;Cristian García Carrasco;FENT FALLA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_142_bi.jpg;;"{""coordinates"": [-0.37693309287838844, 39.46152954193608], ""type"": ""Point""}";39.46152954193608, -0.37693309287838844
2959;238;Burjassot-Serra d'Agullent;17;Sofía Melero Navarro;Lucas Alberola Melero;XAVIER BONILLA SILVESTRE;'PATÓ-LA VIDA';;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_238_bi.jpg;;"{""coordinates"": [-0.39971105587092204, 39.49745058503607], ""type"": ""Point""}";39.49745058503607, -0.39971105587092204
2971;281;Ministre Luis Mayans-Argenter Suárez;16;Carla Herrero Ten;Hugo Herrero Ten;MIREYA VICENTE DIAZ;LA COLMENA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_281_bi.jpg;;"{""coordinates"": [-0.3720282920120792, 39.4854458210097], ""type"": ""Point""}";39.4854458210097, -0.3720282920120792
2972;203;Joan Baptista Vives;22;Aitana Saurí Atencia;NO HAY;LA COMISION;OUS A LA FESTA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_203_bi.jpg;;"{""coordinates"": [-0.3973693051088541, 39.47058186843975], ""type"": ""Point""}";39.47058186843975, -0.3973693051088541
2974;109;Sant Rafael-Antón Martín;17;Ana Varo Santo Tomás;Ángel Varo Santo Tomás;LORENZO FANDOS AYORO;TENS VENS AL CIRCO?;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_109_bi.jpg;;"{""coordinates"": [-0.3284420342476484, 39.476584789114], ""type"": ""Point""}";39.476584789114, -0.3284420342476484
2976;297;Hernández Lázaro-Vall de la Ballestera;22;Ada Martínez Gil;Samuel Asensi Laguna;ISIDRO VENTISCAS;CUARENTA Y... CIRCO!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_297_bi.jpg;;"{""coordinates"": [-0.40332559626594994, 39.47920577518247], ""type"": ""Point""}";39.47920577518247, -0.40332559626594994
2979;342;Avinguda de Valladolid-Enginyer Vicent Pichó;10;Jara Jiménez Lloret;Joan Bayona Sáez;Juan Alberto Navarro Guijarro;Una d'aventures;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_342_bi.jpg;;"{""coordinates"": [-0.35706235969796046, 39.488607229876564], ""type"": ""Point""}";39.488607229876564, -0.35706235969796046
2985;41;Cuba-Puerto Rico;6;Martina Gea López;NO HAY;Alejandro López Sanchez;Il•luminats;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_041_bi.jpg;;"{""coordinates"": [-0.37659173343848434, 39.46097470308889], ""type"": ""Point""}";39.46097470308889, -0.37659173343848434
2993;29;Peu de La Creu-En Joan de Vila-Rasa;3;Mar Navarro Bosch;Alejandro Giménez Anchel;TEODORA CHICHANOVA;Monstres valencians;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_029_bi.jpg;;"{""coordinates"": [-0.38384113812495974, 39.47410238821192], ""type"": ""Point""}";39.47410238821192, -0.38384113812495974
2994;112;Malva-Rosa-Antoni Ponz-Cavite;IE;Alejandra Ripoll Tornal;Marcos Calabuig Lillo;JOSE LUIS PLATERO COSI;REY;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_112_bi.jpg;;"{""coordinates"": [-0.32804677537644966, 39.482145599911306], ""type"": ""Point""}";39.482145599911306, -0.32804677537644966
2997;36;Guillem de Castro-Triador;22;Mari Carmen Vila Galiana;NO HAY;Celso Sierra Barberá;Falles en la lluna;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_036_bi.jpg;;"{""coordinates"": [-0.3837602896548953, 39.47272940293369], ""type"": ""Point""}";39.47272940293369, -0.3837602896548953
2998;172;Pérez Galdós-Jesús-Mestre Sosa;22;NO HAY;NO HAY;M. CARMEN BAEZA BROTONS;LOVE;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_172_bi.jpg;;"{""coordinates"": [-0.3881722736972936, 39.46290963776151], ""type"": ""Point""}";39.46290963776151, -0.3881722736972936
3000;395;;;;;;;;;;;"{""coordinates"": [-0.3328582410678598, 39.45875516884207], ""type"": ""Point""}";39.45875516884207, -0.3328582410678598
3001;196;Guillem Sorolla-Recaredo;19;Nela Martínez Pastor;NO HAY;Fet d'Encàrrec;...Temps de qualitat';;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_196_bi.jpg;;"{""coordinates"": [-0.3822690863123976, 39.47233414441713], ""type"": ""Point""}";39.47233414441713, -0.3822690863123976
3003;312;Sèneca-Poeta Mas i Ros;19;Andrea Rodríguez Aragón;Iker Sevilla Cátedra;Roberto Climent;Rico Rico;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_312_bi.jpg;;"{""coordinates"": [-0.3508999166034995, 39.47116915831562], ""type"": ""Point""}";39.47116915831562, -0.3508999166034995
3008;371;Josep Maria Bayarri-Los Isidros;15;NO HAY;Juan Mesa Rubio;Francisco Javier Soriano;De major vull ser...;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_371_bi.jpg;;"{""coordinates"": [-0.41302740130334753, 39.467979217368686], ""type"": ""Point""}";39.467979217368686, -0.41302740130334753
3009;185;Poeta Altet-Benicarló;17;Carmen Blay Rocher;NO HAY;LA COMISION;LITERARY ART;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_185_bi.jpg;;"{""coordinates"": [-0.3648327865206319, 39.486194587989786], ""type"": ""Point""}";39.486194587989786, -0.3648327865206319
3011;322;Barraca-Columbretes;19;NO HAY;NO HAY;Manuel García Lleonart;Ingeni Faller;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_322_bi.jpg;;"{""coordinates"": [-0.32915170358654006, 39.46882525955023], ""type"": ""Point""}";39.46882525955023, -0.32915170358654006
3017;100;Arquebisbe Olaechea-Sant Marcel·lí;1;Nerea Roldán Torres;Hugo García Hernández;Jose Fuster;Numbers;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_100_bi.jpg;;"{""coordinates"": [-0.39098852514584786, 39.44390950221819], ""type"": ""Point""}";39.44390950221819, -0.39098852514584786
3020;305;Universitat Vella-Patriarca, pl.;19;Carmen Torrent Espinal;NO HAY;Francisco Pellicer Brell (fet d'encàrrec);Tic - Tac;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_305_bi.jpg;;"{""coordinates"": [-0.37369017536587645, 39.47184873537184], ""type"": ""Point""}";39.47184873537184, -0.37369017536587645
3024;16;Marqués de Caro-Doctor Chiarri;18;NO HAY;NO HAY;Xavi Bonilla;EQUILIBRI;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_016_bi.jpg;;"{""coordinates"": [-0.38116208718239714, 39.47927909218696], ""type"": ""Point""}";39.47927909218696, -0.38116208718239714
3025;120;Molinell-Alboraia;1;Alexia Muñoz Rodríguez;Diego Párraga Gabarda;Carlos Herrero Muria;Senyals;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_120_bi.jpg;;"{""coordinates"": [-0.36921656550747584, 39.48438505190786], ""type"": ""Point""}";39.48438505190786, -0.36921656550747584
3026;365;Alfara del Patriarca-Periodista Gil Sumbiela;22;NO HAY;NO HAY;REYES PE;Sobre l'art;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_365_bi.jpg;;"{""coordinates"": [-0.3845238570808433, 39.49156745400026], ""type"": ""Point""}";39.49156745400026, -0.3845238570808433
3027;34;Pilar, pl.;1;Martina Polo García;José Vizcaíno Moreno;Borja Llorens Mata;Efecto Mariposa;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_034_bi.jpg;;"{""coordinates"": [-0.3830416374866846, 39.47156442339932], ""type"": ""Point""}";39.47156442339932, -0.3830416374866846
3028;8;Murillo-Palomar;19;NO HAY;NO HAY;Sevior & Priol Arts;VESTEIX-ME QUE S'EN ANEM DE FESTA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_008_bi.jpg;;"{""coordinates"": [-0.381915693969701, 39.475236525086046], ""type"": ""Point""}";39.475236525086046, -0.381915693969701
3029;239;Peris i Valero-Cuba;8;Lucía del Valle Belmonte;NO HAY;RODRIGO NUÑEZ LÓPEZ;'ABRACACABRA';;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_239_bi.jpg;;"{""coordinates"": [-0.37414247355707714, 39.45775859024963], ""type"": ""Point""}";39.45775859024963, -0.37414247355707714
3031;154;Sant Vicent-Marvà;4;Olivia López Lasso de la Vega;Arnau Fornes Galindo;JOSE FUSTER GARCÍA;Baoshi;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_154_bi.jpg;;"{""coordinates"": [-0.381827146645781, 39.46355741502487], ""type"": ""Point""}";39.46355741502487, -0.381827146645781
3032;361;Ciutat de Córdova-Vicent Tomàs Martí;18;Lucía Zomeño Esparza;Sergio González Márquez;MATIAS ALMELA PIQUERAS;REBEL-LIÓ EN LA GRANJA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_361_bi.jpg;;"{""coordinates"": [-0.40478086684433473, 39.49461767059319], ""type"": ""Point""}";39.49461767059319, -0.40478086684433473
3033;240;Mestre Bellver-Marià Ribera;15;Elena López Alcina;Mario Boronat Cambrils;Marco Antonio Ceballos García;Naiximent d'una Estrella;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_240_bi.jpg;;"{""coordinates"": [-0.3918720764892879, 39.4649000917395], ""type"": ""Point""}";39.4649000917395, -0.3918720764892879
3039;82;Olivereta-Cerdà i Rico;8;Lucía Peñarrubia Macías;Lucas Fran Barberá;JUAN CARLOS BANACLOY CUEVAS;SER DIFERENTE ES UNA FORMA MÁS DE SER;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_082_bi.jpg;;"{""coordinates"": [-0.39610314133509794, 39.4740746518897], ""type"": ""Point""}";39.4740746518897, -0.39610314133509794
3042;3;Doctor Collado, pl.;6;Vega Sáez Cerveró;César Esteve Castro;Teodora Chichanova;Mar Picat;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_003_bi.jpg;;"{""coordinates"": [-0.37777750908212787, 39.47423413775596], ""type"": ""Point""}";39.47423413775596, -0.37777750908212787
3047;149;Comte de Salvatierra-Ciril Amorós;IE;Isabel Fuset Clerigues;Jacobo Jordán García-Conde;BORJA LORENTE CASTILLO;ARRELS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_149_bi.jpg;;"{""coordinates"": [-0.367500782559735, 39.46894314959242], ""type"": ""Point""}";39.46894314959242, -0.367500782559735
3048;78;Bisbe Amigó-Conca;1;Bianca López Morro;NO HAY;GONZALO GABRIEL ROJAS RODRIGUEZ;RITMOLANDIA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_078_bi.jpg;;"{""coordinates"": [-0.38647320201516705, 39.46675174435063], ""type"": ""Point""}";39.46675174435063, -0.38647320201516705
3050;327;Pintor Pasqual Capuz-Fontanars;14;Ana Flores Belmar;Sergio Chilet García;Jesus Liñana (Hawa);Una de l' oest;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_327_bi.jpg;;"{""coordinates"": [-0.3964192263216726, 39.46199427620818], ""type"": ""Point""}";39.46199427620818, -0.3964192263216726
3055;248;Saineter Arniches-Arquitecte Ribes;17;NO HAY;NO HAY;SANTIAGO PARRADO DOBON;CULTURA DE L'ESFORÇ;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_248_bi.jpg;;"{""coordinates"": [-0.4068829252273389, 39.47149507924592], ""type"": ""Point""}";39.47149507924592, -0.4068829252273389
3057;278;Joaquim Costa-Comte d'Altea;1;Lucía Roca Folgado;Juan Nieto Samper;Mario Perez Sánchez;BIO La aventura de la vida;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_278_bi.jpg;;"{""coordinates"": [-0.36730315282077947, 39.46637725710302], ""type"": ""Point""}";39.46637725710302, -0.36730315282077947
3061;23;Tomasos-Carles Cervera;8;Adriana Liñana Casasús;Guillermo J. Solís Muller;PACO HIDALGO;QUI TE UNA MASCOTA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_023_bi.jpg;;"{""coordinates"": [-0.37271999496163477, 39.46172373394805], ""type"": ""Point""}";39.46172373394805, -0.37271999496163477
3065;117;Daroca-Pare Viñas;18;Carmen Paños Ramírez;Javier Paños Ramírez;PACO HIDALGO;CUATE, AQUÍ HAY TOMATE;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_117_bi.jpg;;"{""coordinates"": [-0.36694267078546783, 39.49519444819087], ""type"": ""Point""}";39.49519444819087, -0.36694267078546783
3066;68;Conserva-Berenguer Mallol;3;Valeria Valero Velázquez;NO HAY;Salvador Dolz Rubio;¡AMB SEGURETAT!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_068_bi.jpg;;"{""coordinates"": [-0.3445398442316757, 39.46523297707116], ""type"": ""Point""}";39.46523297707116, -0.3445398442316757
